,surname,forename,gender,id,balance,age,start,profession,online,single num,weight_num,null,single cat,weight_cat
761,Minneweather,Malakai ,M,CU_9807364,160.04,56.506,01-27-18,Senior Editor,0,1.0,1,,A,A
762,Clouse,Esther ,F,CU_9827845,120.37,77.917,01-10-18,Senior Editor,0,,1,,,A
763,Holbert,Ron,M,CU_9086471,459.35,62.717,02-11-18,Senior Editor,0,1.0,1,,,A
764,Capurro,Tod,M,CU_2326024,270.45,32.334,02-22-18,Human Resources Manager,0,1.0,1,,A,A
765,Beerman,Kaidan ,M,CU_6991372,185.32,42.451,05-15-18,,0,,1,,,A
766,Guereca,Brittany,F,CU_3505677,183.72,27.957,03-10-18,Senior Editor,0,1.0,1,,,A
767,Dornfeld,Aurelia ,F,CU_6350349,130.74,52.047,04-28-18,Office Assistant II,1,1.0,2,,,C
768,Akal,Wojciech ,M,CU_4124175,131.87,65.052,01-23-18,Sales Associate,0,1.0,1,,,A
769,Gerow,Numbers,M,CU_4081168,161.41,49.722,11-26-18,Sales Associate,1,1.0,1,,A,A
770,Oland,Nola,F,CU_4390413,166.89,47.485,10-01-18,Office Assistant II,0,,1,,A,A
771,Morano,Aubrey,M,CU_3022354,227.56,59.284,08-14-18,,0,,1,,A,A
772,Franqui,Dawud ,M,CU_2909712,164.48,35.988,08-17-18,,0,1.0,1,,A,A
773,Lehnertz,Errol,M,CU_3638806,54.41,53.264,02-08-18,Office Assistant II,0,1.0,1,,A,A
774,Mccluney,Santos,M,CU_9006616,548.42,49.579,06-20-18,Senior Editor,0,1.0,1,,,A
775,Eldert,Emil,M,CU_6403610,221.48,20.709,01-20-18,Junior Executive,0,1.0,1,,,A
776,Frutos,Lynette,F,CU_4994590,224.26,57.869,11-09-18,Senior Sales Associate,0,1.0,1,,A,A
777,Sohn,Rico,M,CU_7089695,204.77,40.4,10-20-18,Senior Sales Associate,0,,1,,A,A
778,Grether,Max,M,CU_7087649,117.98,,08-20-18,Data Coordiator,0,1.0,1,,A,A
779,Doring,Rayan ,M,CU_9741858,134.69,57.271,05-28-18,Research Assistant III,1,1.0,1,,A,A
780,Kulig,Lacy,M,CU_9623074,523.1,78.986,06-16-18,Senior Sales Associate,1,1.0,1,,A,A
781,Digmann,Efren,M,CU_8398370,271.08,55.735,05-13-18,Senior Sales Associate,1,1.0,1,,A,B
782,Wesler,Tom ,M,CU_1091109,363.07,37.006,08-08-18,,1,1.0,1,,,A
783,Depaolo,Teresa,F,CU_9893415,141.01,53.217,04-26-18,Senior Sales Associate,0,1.0,1,,,A
784,Helke,Stella ,F,CU_8203816,176.67,43.069,06-15-18,Senior Editor,0,,1,,A,A
785,Kammerzell,Leola,F,CU_4118061,150.44,62.351,01-18-18,Senior Sales Associate,0,,1,,,A
786,Wildey,Denver,M,CU_4361773,150.41,,01-13-18,Director of Sales,1,1.0,1,,A,A
787,Bolinsky,Buster,M,CU_7708208,174.0,67.874,09-20-18,Office Assistant II,0,1.0,1,,A,A
788,Flagler,Malaika ,F,CU_2135601,132.39,37.264,03-07-18,Senior Editor,0,1.0,1,,,A
789,Ferland,Moises,M,CU_3182130,215.5,65.993,06-19-18,Office Assistant II,1,1.0,1,,A,A
790,Emswiler,Fermin,M,CU_9786932,200.0,39.768,02-15-18,Senior Sales Associate,0,1.0,1,,,A
791,Lindblad,Lola ,F,CU_3921463,172.22,52.881,01-08-18,,1,1.0,1,,,A
792,Steves,Paul,M,CU_3673655,163.77,56.613,11-08-18,Office Assistant II,0,1.0,1,,A,A
793,Trevithick,Kaycee ,F,CU_5824059,285.44,51.333,12-30-18,,1,1.0,1,,A,A
794,Spoden,Elijah,M,CU_4312635,211.53,,04-05-18,Help Desk Operator,0,1.0,2,,A,C
795,Girardot,Sheldon,M,CU_5742142,114.2,56.786,03-30-18,Office Assistant II,0,1.0,1,,,A
796,Weathersbee,Ivan ,M,CU_8652358,140.84,46.68,06-05-18,Human Resources Manager,1,1.0,1,,A,A
797,Mcamis,Abu ,M,CU_3941964,316.36,37.829,08-04-18,,0,1.0,1,,A,A
798,Baez,Jess,M,CU_3907151,164.86,46.821,02-26-18,Senior Sales Associate,1,1.0,1,,,A
799,Handshaw,Chanelle ,F,CU_7024212,346.19,,06-03-18,Human Resources Assistant IV,0,1.0,2,,A,C
800,Goyal,Alicia,F,CU_4208220,182.27,54.29,07-17-18,Sales Associate,0,,1,,,A
801,Raveling,Vern,M,CU_5279328,97.4,43.0,05-26-18,Senior Editor,0,1.0,1,,A,A
802,Daczewitz,Sophie,F,CU_3501665,62.9,24.458,01-31-18,Sales Associate,0,1.0,1,,A,A
803,Heinlen,Mariya ,F,CU_2430562,136.9,23.44,10-25-18,Office Assistant II,0,1.0,1,,,A
804,Discala,Nestor,M,CU_3264099,130.5,62.35,09-04-18,Help Desk Operator,0,,1,,A,A
805,Hosman,Jana,F,CU_1971812,123.5,55.996,02-19-18,Office Assistant II,0,1.0,1,,A,A
806,Rosenberger,Cruz ,M,CU_3989095,402.71,46.166,07-24-18,Senior Sales Associate,0,1.0,1,,A,A
807,Chaix,Kristy,F,CU_6065768,163.93,56.864,06-14-18,Senior Sales Associate,0,1.0,1,,,A
808,Leef,Kasper ,M,CU_5299821,102.91,56.898,11-07-18,Senior Sales Associate,0,1.0,1,,,A
809,Inouye,Len,M,CU_3268209,97.66,45.169,10-11-18,Help Desk Operator,0,1.0,1,,A,A
810,Guzzio,Jonas,M,CU_6338162,289.14,38.419,03-12-18,Analyst Programmer,0,1.0,1,,A,A
811,Dupont,Melody ,F,CU_3067511,187.23,,01-07-18,Office Assistant II,0,1.0,1,,A,A
812,Matelich,Beau ,M,CU_3370616,210.93,40.254,07-14-18,Assistant Professor,1,1.0,1,,,A
813,Mou,Zak ,M,CU_4003455,118.43,58.783,04-08-18,Information Systems Manager,0,1.0,1,,A,A
814,Viviano,Omer,M,CU_5086851,136.01,,05-18-18,Data Coordiator,0,,1,,A,A
815,Volentine,Omari ,M,CU_3520131,110.2,,05-07-18,Sales Associate,0,,1,,,A
816,Zurkus,Jasper,M,CU_6565509,148.77,,09-07-18,Senior Editor,0,1.0,1,,,A
817,Jackovitz,Milena ,F,CU_4392581,92.3,35.088,09-01-18,Senior Sales Associate,0,1.0,1,,A,B
818,Ferrandino,Darren ,M,CU_7364229,148.34,22.377,05-02-18,VP Product Management,0,1.0,2,,,C
819,Shelton,Tomas,M,CU_2973326,134.94,52.651,12-14-18,Office Assistant II,0,1.0,1,,,A
820,Margarita,Randy,M,CU_3964559,112.83,,11-05-18,Human Resources Manager,0,1.0,1,,A,A
821,Repp,Ifan ,M,CU_2836113,171.54,35.403,08-19-18,Office Assistant II,0,1.0,1,,A,A
822,Krucke,Thomas ,M,CU_6379157,140.7,34.121,07-02-18,Office Assistant II,0,1.0,1,,A,A
823,Salvitti,Laith ,M,CU_4894358,175.78,41.193,08-22-18,Office Assistant II,0,1.0,1,,A,A
824,Hardyman,Safa ,F,CU_1576598,146.93,36.137,03-06-18,Senior Sales Associate,0,,1,,A,A
825,Lawhead,Harriett,F,CU_2135704,73.65,35.197,03-16-18,Senior Sales Associate,1,1.0,1,,A,A
826,Rusche,Lottie ,F,CU_5240477,90.62,42.081,08-16-18,Senior Sales Associate,0,1.0,1,,A,A
827,Ulvan,Nate ,M,CU_8122019,129.24,57.01,10-30-18,Senior Editor,0,,1,,A,A
828,Thiery,Ayana ,F,CU_8754853,117.68,55.553,10-21-18,Analyst Programmer,0,1.0,1,,,A
829,Gaby,Sylvia ,F,CU_8248998,163.9,56.357,05-26-18,Human Resources Assistant IV,0,1.0,1,,A,A
830,Wilderson,Gino,M,CU_7927463,60.48,38.62,02-03-18,Sales Associate,0,1.0,1,,A,B
831,Settler,Sabrina,F,CU_1195688,153.45,54.209,05-31-18,Senior Sales Associate,0,1.0,1,,A,A
832,Wymore,Zunairah ,F,CU_2678438,172.94,37.046,10-10-18,Sales Associate,0,1.0,1,,A,A
833,Rave,Queen,F,CU_1195687,107.66,33.601,04-11-18,VP Product Management,0,1.0,1,,A,A
834,Deprince,Maxine,F,CU_5279406,161.51,51.479,08-24-18,Help Desk Operator,0,1.0,1,,A,A
835,Rushanan,Emmanuel,M,CU_5609138,198.48,66.585,05-30-18,Junior Executive,0,,1,,A,A
836,Szpak,Jovan ,M,CU_6958771,53.53,42.584,06-08-18,Sales Associate,0,1.0,1,,A,A
837,Andresen,Ethel,F,CU_4982457,595.82,31.534,11-05-18,,1,1.0,1,,A,A
838,Arquero,Krystal,F,CU_5963458,147.29,43.857,03-16-18,Office Assistant II,0,,1,,,A
839,Veley,Connie,F,CU_4599494,120.84,22.702,06-14-18,Office Assistant II,0,1.0,1,,A,A
840,Northup,Sherwood,M,CU_4124362,102.15,58.546,10-21-18,VP Product Management,1,1.0,1,,A,A
841,Moldan,Dorothea,F,CU_5670602,378.55,,04-30-18,Data Coordiator,0,,1,,,A
842,Berkstresser,Hadiya ,F,CU_4808401,36.55,63.106,03-14-18,Sales Associate,0,1.0,1,,A,A
843,Galka,Shawn ,M,CU_8470226,104.58,69.378,02-25-18,Senior Editor,1,1.0,1,,A,A
844,Farlee,Jennie,F,CU_4835027,641.11,,06-20-18,Director of Sales,1,,1,,A,A
845,Duryee,Ed,M,CU_8902353,101.38,83.138,12-08-18,Analyst Programmer,0,,1,,A,A
846,Sippel,Saskia ,F,CU_6031064,179.18,57.819,02-12-18,VP Product Management,0,,1,,A,A
847,Baltodano,Tyrell ,M,CU_6584029,261.79,51.135,01-12-18,Human Resources Assistant IV,0,1.0,1,,,A
848,Flores,Toby ,M,CU_9424608,179.62,,01-14-18,Senior Sales Associate,0,1.0,1,,A,A
849,Haile,Glenna,F,CU_8460001,176.98,,09-10-18,Senior Editor,0,1.0,1,,,A
850,Hollyfield,Jaxson ,M,CU_6037218,264.96,47.068,12-07-18,Help Desk Operator,1,1.0,1,,A,A
851,Buford,Hollis,M,CU_6495977,399.26,39.856,10-28-18,Senior Sales Associate,0,1.0,1,,A,A
852,Luby,Malik,M,CU_6481642,137.25,38.569,10-23-18,Senior Sales Associate,0,1.0,1,,,A
853,Wetterauer,Sebastian,M,CU_4634347,143.09,64.004,02-08-18,Office Assistant II,1,1.0,1,,A,A
854,Barnak,Rhea ,F,CU_5738220,132.83,54.375,11-05-18,Sales Associate,0,1.0,1,,A,A
855,Sicinski,Emma ,F,CU_3294953,227.65,36.685,02-06-18,Assistant Professor,0,1.0,1,,A,A
856,Augustave,Gracie-Mai ,F,CU_5123822,193.27,33.498,10-24-18,Senior Editor,0,1.0,1,,,A
857,Procknow,Jayden ,M,CU_2383599,190.35,56.818,12-12-18,Senior Sales Associate,0,1.0,1,,A,A
858,Eltzroth,Terrance,M,CU_3892981,219.33,,01-20-18,Senior Sales Associate,0,1.0,1,,,A
859,Zarozinski,Mitchell,M,CU_1500920,118.85,32.66,12-13-18,Information Systems Manager,0,,1,,,A
860,Sacher,Kyle ,M,CU_6676218,147.03,47.531,07-13-18,Data Coordiator,0,1.0,1,,A,A
861,Amarante,Heath,M,CU_1603323,168.69,63.082,06-27-18,Junior Executive,0,,1,,A,A
862,Myrlie,Alonso,M,CU_8398589,210.23,78.312,09-20-18,Human Resources Assistant IV,0,,1,,A,A
863,Pinkney,Jefferson,M,CU_1861376,334.99,48.781,11-30-18,Senior Sales Associate,0,1.0,1,,A,A
864,Hradecky,Arron,M,CU_8955651,327.54,43.553,06-10-18,Assistant Professor,0,1.0,1,,A,A
865,Stupak,Thad,M,CU_9264900,45.48,30.745,12-24-18,Office Assistant II,0,1.0,1,,,A
866,Lander,Celeste,F,CU_6305541,215.14,39.355,01-23-18,Office Assistant II,1,,1,,A,A
867,Deline,Jermaine,M,CU_1529605,320.95,36.834,11-19-18,Help Desk Operator,0,,1,,,A
868,Yehle,Casey ,M,CU_6434568,152.23,62.446,11-11-18,Senior Sales Associate,0,,1,,,A
869,Jennins,Teddy,M,CU_3567368,39.44,65.043,01-16-18,Senior Sales Associate,0,1.0,1,,A,A
870,Meardon,Cassidy ,F,CU_7008015,123.33,61.413,12-19-18,Analyst Programmer,0,1.0,1,,A,A
871,Kiflezghie,Nataniel ,M,CU_7595792,148.16,46.743,10-08-18,Senior Editor,0,1.0,1,,A,A
872,Drewett,Cleo,M,CU_3589904,224.72,45.231,11-17-18,,0,1.0,1,,A,A
873,Edstrom,Kamal ,M,CU_8189714,167.4,63.956,11-17-18,Help Desk Operator,0,1.0,1,,,A
874,Wolner,Joel,M,CU_2256656,124.09,38.992,06-03-18,Help Desk Operator,0,1.0,1,,,A
875,Debrito,Santino ,M,CU_9522959,131.56,54.25,09-28-18,Sales Associate,0,1.0,1,,A,A
876,Shamburg,Aahil ,M,CU_3671831,45.51,63.112,06-23-18,,0,1.0,1,,A,A
877,Ruhlman,Loren,M,CU_5170969,232.55,57.459,04-30-18,VP Product Management,0,1.0,1,,A,A
878,Valsin,Ferdinand,M,CU_1699609,37.53,37.594,07-10-18,Junior Executive,1,1.0,1,,A,A
879,Keyt,Malcolm,M,CU_9342747,168.36,58.243,04-22-18,Senior Sales Associate,0,1.0,1,,A,A
880,Azotea,Charley ,F,CU_2103069,142.09,,07-03-18,Senior Editor,0,1.0,1,,,A
881,Stcyr,Sahib ,M,CU_5039901,100.65,35.457,08-03-18,Senior Sales Associate,0,,1,,A,A
882,Tolbent,Noble,M,CU_3206942,157.74,38.096,08-15-18,Office Assistant II,0,1.0,1,,A,A
883,Dinnendahl,Graig,M,CU_5705505,67.88,40.363,09-27-18,Director of Sales,0,1.0,1,,A,A
884,Balderrama,Carole,F,CU_1668899,51.78,43.187,07-14-18,Information Systems Manager,0,1.0,1,,A,A
885,Ugalde,Danny,M,CU_4181800,358.87,55.167,08-04-18,,0,1.0,1,,A,A
886,Hixon,Aditya ,M,CU_2496298,136.7,30.089,02-02-18,Help Desk Operator,0,1.0,1,,A,A
887,Kleber,Micah ,M,CU_8075053,138.87,,12-17-18,Director of Sales,1,1.0,1,,,A
888,Quintana,Jamie,F,CU_7083822,319.86,35.311,06-25-18,Senior Sales Associate,0,1.0,1,,A,A
889,Longstaff,Saim ,M,CU_5603121,344.33,,12-06-18,Senior Editor,0,1.0,1,,,A
890,Crespin,Hadi ,M,CU_5203762,95.81,64.035,02-15-18,Analyst Programmer,1,,1,,A,A
891,Russow,Rayyan ,M,CU_9418547,110.4,34.199,04-28-18,Sales Associate,1,1.0,1,,A,A
892,Lanman,Riley ,F,CU_1752884,145.65,26.596,08-09-18,Data Coordiator,0,1.0,1,,A,A
893,Yuricic,Merle,F,CU_6188853,142.59,,06-01-18,,0,1.0,1,,A,A
894,Chipman,Dominik ,M,CU_2099001,149.27,,05-21-18,Information Systems Manager,0,1.0,1,,A,A
895,Kochis,Bobby,M,CU_6874940,479.91,64.766,02-28-18,Sales Associate,0,1.0,1,,A,A
896,Vanlaere,Roshan ,M,CU_6707006,137.58,,01-22-18,Human Resources Assistant IV,0,1.0,1,,A,A
897,Conover,Junaid ,M,CU_4423488,150.92,39.846,05-05-18,Senior Sales Associate,0,1.0,1,,A,A
898,Dulberg,Momina ,F,CU_4906816,120.67,43.228,12-13-18,Help Desk Operator,0,1.0,1,,,A
899,Havice,Gladys ,F,CU_2406210,128.49,51.816,11-01-18,,0,1.0,1,,,A
900,Odil,Julie,F,CU_9080646,170.91,,09-24-18,Senior Sales Associate,0,1.0,1,,,A
901,Zeimantz,Thaddeus,M,CU_5121868,321.22,58.51,08-01-18,Help Desk Operator,0,1.0,1,,A,A
902,Corrigeux,Shelby,M,CU_5889870,105.04,44.01,09-26-18,Help Desk Operator,0,1.0,1,,,A
903,Havir,Keith,M,CU_6700881,143.82,68.595,02-24-18,Analyst Programmer,0,1.0,1,,A,A
904,Engebretson,Patty,F,CU_9234260,440.73,51.015,05-28-18,Help Desk Operator,1,1.0,1,,,A
905,Gutieres,Codie ,M,CU_7290714,130.33,,06-14-18,Senior Editor,0,1.0,1,,A,A
906,Marcy,Alejandra,F,CU_7759707,461.28,,05-16-18,Junior Executive,0,1.0,1,,A,A
907,Liew,Bo,M,CU_7892828,173.1,57.681,09-07-18,Senior Sales Associate,0,1.0,1,,A,A
908,Buscarino,Carter,M,CU_8132445,114.59,49.525,01-22-18,Senior Sales Associate,0,1.0,1,,,A
909,Alarcone,Georgie ,M,CU_1038173,186.02,,10-12-18,,0,1.0,1,,A,A
910,Mesta,Huey,M,CU_3704668,97.29,53.976,04-27-18,Office Assistant II,0,1.0,1,,A,A
911,Stevener,Maja ,F,CU_9357152,127.91,40.907,09-11-18,Senior Sales Associate,0,1.0,1,,A,A
912,Maule,Denis ,M,CU_6702945,289.38,39.718,10-12-18,Senior Sales Associate,0,1.0,1,,A,A
913,Yohe,Marcel ,M,CU_8750945,274.31,39.52,10-16-18,VP Product Management,0,1.0,1,,A,A
914,Normandin,Oskar ,M,CU_4079459,113.62,41.005,05-31-18,Sales Associate,1,1.0,1,,A,A
915,Reindl,Devon ,M,CU_9201509,84.82,42.224,08-21-18,Senior Sales Associate,0,1.0,1,,A,A
916,Digiouanni,Michael,F,CU_8316774,275.35,69.412,09-18-18,Office Assistant II,0,,1,,A,A
917,Hachting,Marlon,M,CU_3166056,97.06,43.608,12-09-18,Assistant Professor,0,,1,,,A
918,Honus,Dewi ,M,CU_3170153,127.22,61.581,04-09-18,Sales Associate,0,1.0,1,,,A
919,Jegede,Lyla ,F,CU_7208810,230.99,59.346,11-18-18,Office Assistant II,0,,1,,A,A
920,Espelien,Ophelia ,F,CU_9762672,130.84,28.594,11-20-18,VP Product Management,1,1.0,1,,,A
921,Gropp,Rachael,F,CU_3833720,203.54,32.4,06-28-18,Analyst Programmer,0,1.0,1,,A,A
922,Mantini,Hugo,M,CU_9602939,219.34,54.783,01-02-18,Senior Sales Associate,0,1.0,1,,,A
923,Withem,Emerson,M,CU_1025916,189.4,58.076,05-25-18,Senior Editor,0,1.0,1,,A,A
924,Slusher,Lemuel,M,CU_1257340,89.04,35.015,01-09-18,Junior Executive,0,1.0,1,,A,A
925,Reitz,Ibraheem ,M,CU_1873790,205.19,35.809,06-02-18,Human Resources Assistant IV,0,,1,,A,A
926,Shouse,Liza,F,CU_7604092,127.28,33.454,07-23-18,Office Assistant II,0,1.0,1,,A,A
927,Brydges,Elwood,M,CU_1619840,121.01,67.453,04-06-18,Human Resources Assistant IV,0,1.0,1,,,A
928,Ocker,Dustin,M,CU_8824705,456.13,58.58,04-05-18,Office Assistant II,0,1.0,1,,A,A
929,Stansfield,Warren,M,CU_1032069,128.6,44.388,07-18-18,,0,1.0,1,,A,A
930,Delles,Braydon ,M,CU_3334024,210.52,52.391,11-05-18,Senior Sales Associate,1,1.0,1,,,A
931,Berns,Bridget,F,CU_9920393,179.43,,05-16-18,Senior Editor,0,1.0,1,,A,A
932,Sieradski,Prince ,M,CU_6274956,155.17,49.339,04-30-18,Office Assistant II,0,1.0,1,,,A
933,Naguin,Hester,F,CU_4298637,154.08,38.114,04-22-18,Sales Associate,0,1.0,1,,A,A
934,Kiddle,Lawrence ,M,CU_3909520,173.43,57.397,06-27-18,Senior Editor,0,1.0,1,,,A
935,Edmison,Chi,M,CU_6526865,165.62,42.615,08-09-18,Senior Sales Associate,0,1.0,1,,A,A
936,Montesdeoca,Benton,M,CU_7737234,377.42,68.824,06-09-18,Senior Sales Associate,0,,1,,A,A
937,Filbey,Landon,M,CU_8771475,149.93,,06-27-18,Office Assistant II,0,1.0,1,,A,A
938,Brumlow,Livia ,F,CU_7911314,250.19,,05-08-18,Help Desk Operator,1,,1,,,A
939,Curlee,Teri,F,CU_8331157,122.5,,12-26-18,Senior Editor,0,1.0,1,,,A
940,Pevy,Debra,F,CU_5013396,168.44,47.231,03-27-18,Senior Sales Associate,0,1.0,2,,A,C
941,Angelocci,Ramona,F,CU_4444055,173.77,25.75,03-11-18,Office Assistant II,0,1.0,1,,A,A
942,Gallati,Keisha,F,CU_9834394,103.09,44.784,01-23-18,Senior Editor,0,,1,,A,A
943,Baldwin,Erika,F,CU_8257434,119.11,54.89,11-09-18,Director of Sales,0,1.0,1,,A,A
944,Kyzar,Azaan ,M,CU_3641244,198.87,47.403,03-27-18,Senior Editor,0,,1,,A,A
945,Fare,Emilio ,M,CU_2783134,166.59,34.345,10-15-18,Senior Editor,0,1.0,1,,,A
946,Callan,Kaci ,F,CU_6053790,36.15,73.479,08-20-18,Senior Sales Associate,1,,1,,A,A
947,Kaleohano,Evangeline ,F,CU_9658270,128.1,40.508,10-19-18,Information Systems Manager,0,1.0,1,,A,A
948,Preskitt,Dawood ,M,CU_2305953,128.08,38.915,05-25-18,Senior Editor,1,1.0,1,,A,A
949,Kantis,Darlene,F,CU_9998242,161.72,41.083,08-08-18,Help Desk Operator,0,,1,,,A
950,Espiridion,Irving,M,CU_4169634,148.92,43.739,11-23-18,Analyst Programmer,1,,1,,A,A
951,Dirago,Meghan ,F,CU_9244579,128.19,,04-13-18,,1,1.0,1,,A,A
952,Overmyer,Hassan ,M,CU_7464869,148.23,59.62,06-07-18,Analyst Programmer,1,1.0,1,,A,A
953,Bangert,Abe,M,CU_1787815,123.51,30.59,08-11-18,Data Coordiator,0,1.0,1,,A,A
954,Jernejcic,Johnathan,M,CU_3037096,139.81,55.538,07-31-18,Senior Sales Associate,1,1.0,1,,,A
955,Elbertson,Finnian ,M,CU_2490280,418.36,34.537,01-11-18,VP Product Management,0,1.0,1,,A,A
956,Zephyr,Dillon ,M,CU_9854891,92.22,59.544,01-29-18,Human Resources Manager,0,1.0,1,,A,A
957,Abajian,Carey,F,CU_6846382,152.94,52.686,01-27-18,Senior Editor,0,1.0,1,,A,A
958,Berley,Fynn ,M,CU_9445296,91.99,21.429,07-21-18,Senior Editor,1,1.0,1,,,B
959,Vandenbosch,Aurelio,M,CU_7440305,172.42,56.192,01-25-18,Senior Sales Associate,0,1.0,1,,,A
960,Heholt,Renaldo,M,CU_6291377,158.2,55.275,08-11-18,Senior Editor,0,1.0,1,,A,A
961,Holycross,Ronnie ,M,CU_9514928,157.65,68.603,03-01-18,Research Assistant III,0,1.0,1,,,A
962,Krisman,Burl,M,CU_3579828,164.44,36.577,07-05-18,Senior Sales Associate,0,,1,,,A
963,Apyuan,Anisa ,F,CU_2486197,209.57,61.903,08-22-18,Senior Sales Associate,0,1.0,1,,,A
964,Chillis,Darin,M,CU_4243381,260.3,35.461,10-30-18,Human Resources Manager,1,1.0,1,,A,A
965,Hargrow,Muhammed ,M,CU_5719985,128.75,54.226,04-06-18,Senior Editor,0,1.0,1,,A,A
966,Siter,Donovan,M,CU_4714420,206.07,35.283,02-12-18,Senior Sales Associate,0,1.0,1,,A,A
967,Guy,Leonardo,M,CU_7419833,156.11,41.15,08-22-18,Senior Editor,1,1.0,1,,A,A
968,Meisner,Pippa ,F,CU_1447865,136.81,,03-26-18,Office Assistant II,0,1.0,1,,,A
969,Cookman,Rohan ,M,CU_7952315,183.38,55.548,12-02-18,Senior Editor,0,1.0,1,,,A
970,Exton,Cornelius,M,CU_4605884,131.65,55.249,12-28-18,Director of Sales,0,1.0,1,,A,A
971,Heit,Reva,F,CU_5765053,125.04,50.296,08-29-18,Office Assistant II,0,1.0,1,,,A
972,Dahler,Yousef ,M,CU_4917182,124.86,35.107,09-12-18,,0,1.0,1,,,A
973,Grilli,Jean,M,CU_9977789,128.74,36.347,03-02-18,Director of Sales,0,1.0,1,,,A
974,Boegel,Brodie ,F,CU_1634232,111.55,60.252,11-27-18,Help Desk Operator,0,1.0,1,,A,A
975,Lummis,Alejandro ,M,CU_2394049,95.39,29.848,08-10-18,Sales Associate,0,1.0,1,,A,A
976,Peakes,Rhian ,F,CU_3366851,293.32,55.889,07-28-18,,1,,1,,A,A
977,Geoghan,Vinnie ,M,CU_2977731,108.8,56.517,10-15-18,Office Assistant II,0,,1,,A,A
978,Dahling,Sadie ,F,CU_8693701,345.24,30.271,04-13-18,Sales Associate,0,1.0,1,,,A
979,Cisar,Nabil ,M,CU_1859527,200.15,21.815,03-17-18,VP Product Management,1,1.0,1,,A,A
980,Manzur,Will,M,CU_8208330,155.83,89.468,07-16-18,Help Desk Operator,0,,1,,,A
981,Waybill,Raphael,M,CU_5210058,125.68,47.994,09-13-18,Sales Associate,1,1.0,1,,,A
982,Frymier,Neil,M,CU_8030155,190.81,68.088,07-21-18,Human Resources Manager,0,1.0,1,,A,A
983,Eskelsen,Renee,F,CU_1839053,173.72,56.423,08-29-18,Senior Sales Associate,0,1.0,1,,A,A
984,Pettay,Kermit,M,CU_3897293,110.92,46.087,06-22-18,VP Product Management,0,1.0,1,,A,A
985,Livigni,Noel ,M,CU_7444431,104.17,31.312,10-04-18,VP Product Management,0,1.0,1,,,A
986,Rowzee,Joanna,F,CU_9838544,89.52,,06-24-18,Senior Sales Associate,0,,1,,,A
987,Mignone,Kayla,F,CU_8792010,63.49,,01-30-18,Analyst Programmer,0,1.0,1,,A,A
988,Maharaj,Vera,F,CU_4880344,116.91,35.301,12-08-18,Senior Sales Associate,0,,1,,,A
989,Fehrenbach,Fatima ,F,CU_2179045,440.43,36.484,12-08-18,VP Product Management,0,1.0,1,,,A
990,Schlensker,Colleen,F,CU_7811046,167.87,46.895,09-06-18,,1,,1,,A,A
991,Debey,Candace,F,CU_5763048,122.13,39.586,08-04-18,Senior Editor,0,1.0,1,,,A
992,Barager,Mary,M,CU_2914285,128.75,51.663,05-05-18,Office Assistant II,1,,1,,A,A
993,Comiso,Zakaria ,M,CU_9441262,121.46,50.04,10-30-18,Senior Editor,0,1.0,1,,A,A
994,Reitman,Isabel ,F,CU_9930733,192.42,35.083,11-29-18,VP Product Management,1,1.0,1,,,A
995,Katoa,Farhan ,M,CU_6565872,131.07,43.588,12-22-18,Senior Editor,0,1.0,1,,A,A
996,Traut,Ada ,F,CU_8278000,402.47,49.107,01-28-18,Senior Sales Associate,0,1.0,1,,A,A
997,Younghans,Kathryn ,F,CU_5124081,132.21,53.145,05-18-18,Analyst Programmer,0,1.0,1,,,A
998,Lauzon,Tracie,F,CU_2623484,138.95,57.07,04-13-18,Senior Sales Associate,0,1.0,1,,,A
999,Swartzbaugh,Della,F,CU_1515518,142.9,,12-12-18,Senior Editor,0,,1,,A,A
