surname,forename,gender,id,balance,age,start,profession,online,single num,weight_num,null,single cat,weight_cat
Colton,Safiya ,F,CU_2193546,537.13,58.359,02-05-18,Actuary,0.0,1.0,1,,A,A
Troop,Sofia,F,CU_6592651,215.68,,06-25-18,Librarian,0.0,1.0,1,,A,A
Choung,Val,M,CU_5986440,145.55,35.706,11-13-18,Software Engineer IV,1.0,1.0,1,,A,A
Seelbinder,Ethel,F,CU_9214093,110.64,39.973,08-27-18,Librarian,0.0,1.0,1,,,A
Orielly,Kaidan ,M,CU_3242127,134.79,56.895,03-01-18,Software Engineer IV,,1.0,1,,,A
Muegge,Clint,M,CU_8321169,135.21,,09-01-18,Sales Associate,,1.0,1,,,A
Altop,Gerry,M,CU_4462738,581.26,63.052,10-12-18,Senior Sales Associate,,1.0,1,,,A
Subia,Damon,M,CU_9640083,172.81,31.121,05-31-18,Safety Technician IV,1.0,,1,,A,A
Momeni,Randi,F,CU_3414168,151.83,,12-21-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Mckamie,Alec,M,CU_4651160,131.19,57.857,04-13-18,Assistant Manager,1.0,1.0,1,,,A
Muncher,Arian ,M,CU_6019226,136.11,41.467,08-01-18,Assistant Manager,0.0,1.0,1,,,A
Alexandra,Mylee ,F,CU_2635931,329.95,67.038,09-17-18,,,1.0,1,,A,A
Armillei,Bilal ,M,CU_7583898,427.77,65.336,03-10-18,,0.0,1.0,1,,,A
Moncada,Andre ,M,CU_8468636,127.92,56.232,02-10-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Dobrowski,Ron,M,CU_9386141,133.34,26.433,08-14-18,Design Engineer,0.0,1.0,1,,A,A
Nehls,Angelica ,F,CU_5716123,119.76,45.226,04-17-18,Assistant Manager,,1.0,1,,,A
Yearling,Terence,M,CU_7616673,202.28,34.281,05-02-18,Software Engineer IV,0.0,,1,,,A
Piskel,Edison,M,CU_8362146,148.1,,08-09-18,Assistant Manager,0.0,1.0,1,,,A
Torrico,Ivory,M,CU_7559331,181.22,58.236,01-14-18,Assistant Manager,0.0,1.0,1,,A,A
Mackley,Chase ,M,CU_8861863,511.13,38.225,01-07-18,Payment Adjustment Coordinator,0.0,1.0,2,,A,C
Murelli,Rayford,M,CU_5101737,154.81,34.709,09-16-18,Data Coordiator,1.0,,1,,A,A
Khn,Caden ,M,CU_7018668,104.77,38.63,06-19-18,Software Engineer IV,,1.0,1,,,A
Stearnes,Lincoln,M,CU_8337585,147.49,57.443,04-04-18,Structural Engineer,1.0,1.0,1,,A,A
Meemken,Honey ,F,CU_1030324,197.43,,07-02-18,Actuary,0.0,,1,,,A
Re,Letha,F,CU_5118133,149.41,,03-06-18,Librarian,0.0,,1,,A,A
Boonstra,Young,M,CU_8968374,151.16,38.484,06-26-18,Software Engineer IV,1.0,1.0,1,,,A
Crader,Camille,F,CU_6699189,133.15,57.69,08-06-18,Social Worker,0.0,1.0,1,,A,A
Rattana,Yvie ,F,CU_2791610,169.51,72.186,09-26-18,Structural Engineer,0.0,1.0,1,,A,A
Christi,Genaro,M,CU_2742460,198.78,55.838,03-08-18,Software Engineer IV,1.0,1.0,1,,A,A
Vanmatre,Neville,M,CU_5961917,200.37,57.026,08-07-18,Assistant Manager,1.0,1.0,1,,A,A
Valentini,Elliott,M,CU_9689277,366.05,77.432,09-14-18,Payment Adjustment Coordinator,,1.0,1,,,A
Riglos,Jax ,M,CU_1202368,143.33,60.403,11-04-18,Software Engineer IV,0.0,1.0,1,,A,A
Surina,Rebecca,F,CU_6789313,584.64,62.831,07-05-18,Software Engineer IV,0.0,1.0,1,,,A
Kreisman,Avneet ,F,CU_9001154,397.97,,07-05-18,Software Engineer IV,0.0,1.0,1,,,A
Prosperie,Evan ,M,CU_3430594,152.16,59.966,08-26-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Malena,Brandy,F,CU_9820356,146.01,58.29,05-13-18,Computer Systems Analyst II,1.0,1.0,1,,A,A
Armitage,Silvia,F,CU_1448132,32.49,62.933,05-09-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Kinder,Elif ,F,CU_4806854,71.98,38.168,03-07-18,Computer Systems Analyst II,,1.0,1,,A,A
Sherill,Myrna,F,CU_1382598,184.79,,02-24-18,Software Engineer IV,,1.0,1,,A,B
Cainion,Matteo ,M,CU_8337614,127.22,59.794,02-05-18,Software Engineer IV,0.0,,1,,A,A
Badia,Felicia,F,CU_2644175,272.33,29.565,10-19-18,Senior Sales Associate,1.0,1.0,1,,A,A
Levey,Peter ,M,CU_2177233,97.91,20.742,12-23-18,Senior Sales Associate,0.0,,1,,,A
Bhola,Esperanza,F,CU_4536530,181.91,51.193,12-29-18,,0.0,,1,,A,A
Hanno,Jeremiah ,M,CU_3504339,132.51,40.58,06-14-18,Assistant Manager,0.0,1.0,1,,,A
Demien,Phoenix ,M,CU_2660564,222.92,56.041,07-15-18,Design Engineer,,,1,,A,A
Liu,Melvin,M,CU_1792213,395.71,39.703,11-29-18,Data Coordiator,0.0,1.0,1,,,A
Snetting,Declan ,M,CU_4978900,226.61,32.153,12-24-18,Software Engineer IV,,1.0,1,,A,A
Vivolo,Precious ,F,CU_3168470,157.17,58.584,01-07-18,Safety Technician IV,0.0,1.0,1,,A,A
Mcdoniel,Shay ,M,CU_1030368,127.79,48.633,02-09-18,Payment Adjustment Coordinator,,1.0,1,,,A
Swabb,Isaiah ,M,CU_2963686,201.83,58.359,08-31-18,Actuary,,1.0,1,,A,A
Bachner,Marc ,M,CU_4634855,118.16,,01-06-18,,,,1,,A,A
Knaak,Alec ,M,CU_4167914,204.83,57.319,08-21-18,Data Coordiator,,1.0,1,,,A
Niermann,Ellis,M,CU_9844971,341.81,28.923,02-18-18,Senior Sales Associate,1.0,1.0,1,,,A
Davignon,Marcie,F,CU_5298411,133.53,74.997,10-08-18,Payment Adjustment Coordinator,,,1,,A,A
Froid,Bobbie,F,CU_9205999,134.96,31.46,03-31-18,Software Engineer IV,0.0,1.0,1,,,A
Baessler,India ,F,CU_9353457,127.86,53.813,05-11-18,Sales Associate,0.0,1.0,1,,A,A
Crete,Ferdinand,M,CU_9500917,238.72,34.338,09-30-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Gomzalez,Lillie-Mae ,F,CU_7698678,137.71,37.231,04-10-18,Social Worker,,1.0,1,,A,A
Nimmer,Hamzah ,M,CU_6281463,201.97,44.392,01-09-18,Software Engineer IV,0.0,,1,,A,A
Prester,Bailey ,M,CU_7059703,230.18,27.121,12-25-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Lace,Byron,M,CU_4225273,125.14,44.307,04-03-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Vil,Saoirse ,F,CU_1022199,139.14,,08-11-18,Assistant Manager,,1.0,1,,,A
Lauerman,Geneva,F,CU_7420155,232.61,42.908,02-16-18,Assistant Manager,0.0,1.0,1,,,A
Merton,Edgar ,M,CU_1382651,174.56,69.912,02-08-18,Software Engineer IV,0.0,1.0,1,,A,A
Aslanian,Benjamin ,M,CU_8067326,102.99,45.096,10-14-18,Librarian,0.0,1.0,1,,,A
Itri,Salvador,M,CU_3291391,309.23,35.442,05-02-18,Senior Sales Associate,0.0,1.0,1,,A,A
Guardarrama,Lukasz ,M,CU_2750719,717.96,,03-31-18,Safety Technician IV,,1.0,1,,A,A
Garrish,German,M,CU_9795842,162.79,51.264,09-09-18,Software Engineer IV,1.0,,1,,A,A
Cieszynski,Mohamed ,M,CU_5323010,141.58,60.978,05-29-18,,0.0,1.0,1,,,A
Hoben,Reginald,M,CU_8263942,149.91,,08-20-18,Senior Sales Associate,0.0,1.0,1,,A,A
Stefan,Johnathon,M,CU_1571079,239.15,53.653,05-29-18,Software Engineer IV,0.0,1.0,1,,,A
Dinglasan,Ayoub ,M,CU_8272138,340.02,36.465,11-16-18,Design Engineer,,1.0,1,,A,A
Kiesz,Hugh,M,CU_6232336,100.62,30.37,04-09-18,Software Engineer IV,,1.0,1,,,A
Shurtz,Ayomide ,M,CU_3561744,122.6,33.732,09-01-18,Assistant Manager,,,1,,A,A
Berlinghof,Josie,F,CU_6060306,147.65,39.446,04-01-18,Assistant Manager,0.0,1.0,1,,A,A
Echenique,Jorge ,M,CU_8468754,378.65,56.215,01-26-18,Data Coordiator,0.0,,1,,A,A
Wajda,Kabir ,M,CU_2070804,142.44,49.61,08-29-18,Assistant Manager,,1.0,1,,,A
Twymon,Oakley ,M,CU_4045077,157.08,34.283,06-01-18,Statistician III,,1.0,1,,A,A
Preister,Iona ,F,CU_3979542,144.68,57.752,10-04-18,Safety Technician IV,,1.0,1,,,A
Deimund,Talha ,M,CU_2677015,169.23,39.133,04-12-18,Data Coordiator,,,1,,A,A
Maeno,Lilly,F,CU_6723862,138.84,20.858,10-12-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Duchon,Sulaiman ,M,CU_6297882,118.13,25.388,02-10-18,,,1.0,1,,A,A
Shear,Shannon,M,CU_7100699,140.68,,10-31-18,Payment Adjustment Coordinator,1.0,1.0,1,,A,A
Martinez,Steven,M,CU_5429531,93.65,55.206,04-15-18,Statistician III,,1.0,1,,,A
Sitler,Jacqueline,F,CU_9353498,253.91,52.778,09-16-18,Software Engineer IV,,1.0,1,,,A
Vetsch,Jarrod,M,CU_6928666,308.47,,08-12-18,Software Engineer IV,0.0,1.0,1,,,A
Maclead,Sal,M,CU_6510879,162.53,76.971,01-29-18,,0.0,1.0,1,,,A
Provost,Alphonse,M,CU_5208353,784.7,47.485,02-26-18,Assistant Manager,0.0,1.0,1,,,A
Friedman,Delia,F,CU_8894754,173.98,62.451,09-25-18,Social Worker,0.0,,1,,,A
Lathen,Kelley,M,CU_3873061,314.16,39.949,06-18-18,,0.0,1.0,1,,A,A
Noblin,Lydia ,F,CU_9173285,953.36,56.605,03-20-18,Software Engineer IV,0.0,1.0,1,,A,A
Nerbonne,Erick,M,CU_6797607,131.26,57.847,08-02-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Burrup,Raquel,F,CU_6699304,247.59,36.299,08-04-18,Information Systems Manager,0.0,1.0,1,,,A
Norment,Elisha,M,CU_7403817,41.83,44.073,07-18-18,Structural Engineer,,1.0,1,,A,A
Nanton,Harrison ,M,CU_5101866,148.01,57.161,05-26-18,Assistant Manager,,,1,,A,A
Carbon,Marion,M,CU_4512042,162.92,,01-14-18,Safety Technician IV,,1.0,1,,,A
Levreault,Finn ,M,CU_3373355,149.81,23.99,04-18-18,Structural Engineer,,1.0,1,,,A
Zindell,Rodger,M,CU_7067949,116.02,27.996,09-08-18,Assistant Manager,0.0,,1,,A,A
Neufeld,Nikhil ,M,CU_2988334,198.55,37.798,01-03-18,Assistant Manager,0.0,1.0,1,,,A
Bermel,Robert ,M,CU_4847916,712.13,32.661,02-12-18,Software Engineer IV,0.0,1.0,1,,A,A
Reiniger,Tiago ,M,CU_5634352,153.46,35.142,11-22-18,,0.0,1.0,1,,A,A
Boderick,Rachael,F,CU_8927537,193.71,56.671,03-25-18,,1.0,1.0,1,,A,A
Bogatay,Gabija ,F,CU_4028721,162.14,38.621,01-19-18,,,1.0,1,,A,A
Vanderau,Clay,M,CU_6609205,115.6,68.025,11-05-18,Payment Adjustment Coordinator,1.0,1.0,1,,,A
Chamberlian,Celina,F,CU_2488631,90.5,47.817,09-19-18,Assistant Manager,,1.0,1,,A,A
Langan,Paul,M,CU_9468216,333.37,59.003,11-06-18,Software Engineer IV,,1.0,1,,A,A
Phanthauong,Dewey,M,CU_1243452,335.5,59.179,12-18-18,,,1.0,1,,,A
Paya,Sylvie ,F,CU_2627901,145.72,62.302,10-17-18,Assistant Manager,,1.0,1,,A,A
Daulerio,Margaret,F,CU_7518525,164.96,36.184,05-07-18,Data Coordiator,,1.0,1,,A,A
Strole,Landon ,M,CU_1268031,175.83,63.881,07-06-18,Senior Sales Associate,,1.0,1,,A,A
Danton,Britt,M,CU_9763138,286.22,,09-05-18,Software Engineer IV,0.0,1.0,1,,A,A
Chikko,Igor ,M,CU_6773058,152.05,51.146,06-23-18,Data Coordiator,,1.0,1,,,A
Collini,Janet ,F,CU_3569986,151.13,38.687,11-11-18,Software Engineer IV,0.0,1.0,1,,,A
Heebner,Dean ,M,CU_3119429,280.01,50.632,11-26-18,Information Systems Manager,,1.0,1,,A,A
Piatek,Richard,M,CU_2554184,138.43,38.906,05-08-18,Data Coordiator,0.0,1.0,1,,A,B
Fitts,Lynn ,F,CU_8526153,162.78,38.074,07-16-18,Software Engineer IV,0.0,1.0,1,,A,A
Tuzzio,Diego,M,CU_9550155,155.67,58.075,09-22-18,Structural Engineer,,1.0,1,,,A
Hallenbeck,Dion ,M,CU_5536076,140.84,28.287,02-21-18,Statistician III,,1.0,1,,,A
Bucy,Irving,M,CU_4331853,338.16,51.231,02-01-18,Assistant Manager,,,1,,A,A
Trumball,Ajay ,M,CU_9099596,297.82,46.997,08-26-18,Actuary,0.0,1.0,1,,A,A
Afzal,Nona,F,CU_6707540,121.06,24.779,04-12-18,Structural Engineer,1.0,1.0,1,,A,A
Milz,Issa ,M,CU_5364058,124.81,27.414,12-30-18,,1.0,,1,,A,A
Piasecki,Jean,F,CU_3963226,174.58,57.399,05-16-18,Software Engineer IV,1.0,1.0,1,,A,A
Fiddler,Zakariyya ,M,CU_2185567,138.06,37.901,04-08-18,Data Coordiator,0.0,1.0,1,,,A
Redner,Andy,M,CU_8739168,145.49,26.237,06-13-18,Software Engineer IV,,1.0,1,,,A
Albanez,Luc ,M,CU_5011811,220.31,55.416,03-08-18,Sales Associate,0.0,1.0,1,,A,A
Heisler,Kayan ,M,CU_1595749,130.61,61.041,12-23-18,Software Engineer IV,0.0,,1,,,A
Reichler,Milo ,M,CU_4618598,100.2,41.253,12-05-18,Payment Adjustment Coordinator,1.0,1.0,1,,,A
Larve,Filip ,M,CU_1628523,213.12,37.497,08-13-18,Software Engineer IV,0.0,1.0,1,,A,A
Oxman,Eisa ,M,CU_4233580,200.89,52.768,04-02-18,Design Engineer,,1.0,1,,,A
Sappington,Maribel,F,CU_2767212,122.05,,10-14-18,Software Engineer IV,0.0,,1,,A,A
Billow,Lucia ,F,CU_7616876,449.37,40.462,08-08-18,Data Coordiator,,,1,,A,A
Wickland,Maya ,F,CU_4340081,128.16,56.738,12-13-18,Sales Associate,,1.0,1,,A,A
Schenfeld,Waleed ,M,CU_1849716,120.51,67.232,12-04-18,Information Systems Manager,,,1,,,A
Daufeldt,Maksim ,M,CU_6060405,152.7,25.89,02-16-18,Assistant Manager,0.0,,1,,,A
Linthicum,Francis,M,CU_1759608,288.25,27.017,10-18-18,,0.0,1.0,1,,A,A
Ziesemer,Shelton,M,CU_8427896,197.81,64.373,09-21-18,Actuary,0.0,1.0,1,,,A
Divens,Ada,F,CU_8943992,153.85,58.182,10-09-18,Software Engineer IV,0.0,1.0,1,,,A
Mcgrapth,Hosea,M,CU_7600508,60.14,46.901,01-13-18,Design Engineer,,1.0,1,,,A
Duchene,Jim,M,CU_7551357,292.72,25.765,05-29-18,Assistant Manager,0.0,1.0,1,,,A
Herschell,Helena,F,CU_9951614,146.84,34.515,01-12-18,Software Engineer IV,0.0,1.0,1,,A,B
Kuhnert,Cruz ,M,CU_3119488,159.84,27.958,06-12-18,Software Engineer IV,0.0,,1,,A,A
Ineson,Samuel ,M,CU_5978497,137.87,38.147,01-27-18,Data Coordiator,0.0,1.0,1,,,A
Kypuros,Heather ,F,CU_1005953,138.35,35.625,01-02-18,Senior Sales Associate,0.0,1.0,1,,A,A
Hennessy,Herbie ,M,CU_3873152,296.43,24.729,03-04-18,Computer Systems Analyst II,0.0,1.0,1,,A,A
Nopper,Lowri ,F,CU_5355910,172.73,42.207,10-31-18,Assistant Manager,0.0,1.0,1,,A,A
Womeldorff,Conor ,M,CU_7297414,113.56,46.538,02-18-18,Information Systems Manager,,1.0,1,,,A
Schuetze,Ernie,M,CU_7960968,139.41,63.215,01-12-18,Software Engineer IV,0.0,1.0,1,,,A
Labella,Aimee,F,CU_9279880,121.2,56.459,01-02-18,Data Coordiator,0.0,,1,,,B
Heitland,Malik,M,CU_4266376,102.78,57.683,09-27-18,,,1.0,1,,A,A
Proksch,Huxley ,M,CU_5314956,631.16,,10-17-18,Assistant Manager,,1.0,1,,,A
Vangordon,Calum ,M,CU_7444877,49.65,55.498,08-26-18,Payment Adjustment Coordinator,,,1,,A,A
Schmale,Richie,M,CU_7248274,140.56,,02-03-18,Senior Sales Associate,,1.0,1,,,A
Trippet,Hana ,F,CU_6068633,501.6,56.161,12-07-18,Safety Technician IV,,1.0,1,,,A
Fertal,Kyle ,M,CU_8346010,97.39,54.743,10-14-18,Structural Engineer,0.0,1.0,1,,A,A
Hardcastle,Traci,F,CU_8690075,34.95,,08-25-18,Payment Adjustment Coordinator,1.0,1.0,1,,,A
Liljeberg,Sheri,F,CU_8296860,201.96,60.98,03-24-18,Software Engineer IV,0.0,1.0,1,,A,A
Barbini,Von,M,CU_8386971,149.92,52.531,11-10-18,Assistant Manager,0.0,1.0,1,,A,A
Gumpert,Camilla ,F,CU_3381663,204.88,33.504,01-21-18,Software Engineer IV,0.0,1.0,1,,A,A
Sarkisian,Freyja ,F,CU_6658464,85.7,46.15,07-09-18,Assistant Manager,,1.0,1,,,A
Hazelhurst,Brendan ,M,CU_4159905,125.11,43.954,07-20-18,Assistant Manager,0.0,1.0,1,,A,A
Jandrey,Jana,F,CU_5224865,575.81,73.295,10-14-18,Software Engineer IV,,1.0,1,,,A
Daubert,Aimee ,F,CU_9476515,118.33,,09-01-18,Assistant Manager,0.0,,1,,A,A
Fejes,Deacon ,M,CU_1816995,121.95,23.096,02-09-18,Assistant Manager,0.0,1.0,1,,,A
Martinat,Angus ,M,CU_8984997,93.62,25.765,06-27-18,Senior Sales Associate,,1.0,1,,A,A
Fitzgerrel,Aubrey,M,CU_9845157,131.32,53.147,04-06-18,Assistant Manager,,1.0,1,,A,A
Setlock,Levi ,M,CU_3979687,135.6,55.437,12-01-18,Assistant Manager,0.0,1.0,1,,A,A
Cavaness,Moises,M,CU_8116643,102.28,57.566,02-03-18,Sales Associate,0.0,,1,,A,A
Stollsteimer,Lavonne,F,CU_5020074,350.29,,07-12-18,Librarian,1.0,1.0,1,,A,A
Ruehle,Louis,M,CU_6560171,642.74,,02-17-18,Assistant Manager,0.0,1.0,1,,A,A
Berkeley,Gene,M,CU_4938160,153.4,36.071,09-21-18,Assistant Manager,0.0,1.0,1,,,A
Davalos,Sheila,F,CU_9140657,204.05,51.026,02-05-18,,0.0,1.0,1,,A,A
Welton,Damien ,M,CU_3045810,132.01,50.665,11-24-18,Librarian,0.0,1.0,1,,,A
Gangluff,Aayan ,M,CU_5708212,160.98,24.166,12-30-18,Computer Systems Analyst II,0.0,1.0,1,,A,A
Surprise,Ismail ,M,CU_4692407,180.61,46.827,03-29-18,Assistant Manager,0.0,1.0,1,,A,A
Sandidge,Yahya ,M,CU_1931704,112.4,67.729,08-18-18,Safety Technician IV,0.0,1.0,1,,A,A
Heiderman,Tyler-James ,M,CU_3684793,407.21,47.939,09-12-18,Payment Adjustment Coordinator,1.0,1.0,1,,A,A
Vanvolkinburg,Jaxson ,M,CU_7281083,178.77,35.317,03-26-18,Assistant Manager,0.0,,1,,A,A
Childress,Nell,F,CU_2062779,160.29,54.341,01-15-18,Software Engineer IV,,1.0,1,,,A
Tines,Fermin,M,CU_9058749,130.59,42.304,10-16-18,Assistant Manager,0.0,,1,,A,B
Wortley,Maksymilian ,M,CU_2169278,126.48,34.413,07-12-18,Software Engineer IV,1.0,,1,,A,A
Alcine,Mitchell ,M,CU_6363582,134.09,46.017,08-10-18,Software Engineer IV,0.0,1.0,1,,,A
Fraiser,Jared ,M,CU_4561346,173.96,46.457,02-15-18,Assistant Manager,,1.0,1,,A,A
Naud,Kaycee ,F,CU_3324354,136.4,64.759,12-21-18,Data Coordiator,,,1,,A,A
Reola,Nola,F,CU_3267013,131.61,36.173,05-01-18,Senior Sales Associate,,1.0,1,,,A
Rowlands,Darsh ,M,CU_2513350,33.15,35.022,10-01-18,Software Engineer IV,0.0,,1,,A,A
Fuhrmann,Ava-Grace ,F,CU_9705926,306.17,,03-27-18,Assistant Manager,,,1,,A,A
Disalvo,Mahi ,F,CU_6388169,187.92,35.655,10-04-18,Software Engineer IV,0.0,1.0,1,,A,A
Vanwingerden,Reuben ,M,CU_8288715,152.63,,01-02-18,Payment Adjustment Coordinator,,1.0,1,,,A
Pourchot,Fletcher,M,CU_6068684,52.7,38.749,07-24-18,Software Engineer IV,0.0,1.0,1,,A,A
Morber,Alicja ,F,CU_2054605,34.92,58.973,12-16-18,Software Engineer IV,0.0,1.0,1,,,A
Birdow,Ramiro,M,CU_9435598,177.74,,03-24-18,Design Engineer,,1.0,1,,A,A
Husfelt,Johnnie,F,CU_6478287,122.62,57.775,06-26-18,Information Systems Manager,1.0,1.0,1,,,A
Skalecki,Gaylord,M,CU_5773777,212.06,73.303,12-21-18,Structural Engineer,0.0,1.0,1,,A,A
Baggott,Virgie,F,CU_4700628,329.38,69.537,07-20-18,Structural Engineer,1.0,1.0,1,,,A
Urmston,Adriana ,F,CU_7985621,143.78,,05-31-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Demerson,Rachael ,F,CU_7895509,122.1,,08-21-18,Software Engineer IV,0.0,,1,,,A
Mckown,Zayd ,M,CU_5208537,152.87,55.222,12-29-18,Senior Sales Associate,1.0,1.0,1,,A,A
Ceraos,Gabriela,F,CU_2898394,103.32,64.757,04-18-18,Software Engineer IV,,1.0,1,,A,A
Lorance,Eoin ,M,CU_4250075,561.08,54.221,06-09-18,Assistant Manager,0.0,1.0,1,,,A
Wieand,Truman,M,CU_9402843,169.06,,07-11-18,Senior Sales Associate,,1.0,1,,,A
Szumilas,Aysha ,F,CU_8575450,128.47,34.709,11-25-18,,0.0,1.0,1,,,A
Forkosh,Lonny,M,CU_5143003,130.67,62.712,05-17-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Pottkotter,Rajan ,M,CU_2202079,148.47,73.857,02-21-18,Structural Engineer,0.0,,1,,A,A
Beckenbach,Eloise,F,CU_9992672,142.81,29.897,07-19-18,Senior Sales Associate,0.0,1.0,1,,,A
Petronzio,Yasmine ,F,CU_9697761,289.65,,12-07-18,Assistant Manager,0.0,1.0,1,,,A
Angley,Santiago ,M,CU_9943520,148.2,48.498,05-03-18,Statistician III,0.0,1.0,1,,A,A
Divine,Jan,F,CU_4209123,118.29,29.124,02-17-18,Software Engineer IV,1.0,1.0,1,,A,A
Panik,Jose ,M,CU_4192737,695.71,38.726,11-18-18,Software Engineer IV,0.0,1.0,1,,A,A
Bedker,Rosanne,F,CU_1964510,408.74,,07-25-18,Design Engineer,,1.0,1,,A,A
Cousin,Taylor ,F,CU_1661415,137.46,47.102,07-03-18,Structural Engineer,0.0,1.0,1,,,A
Balson,Roxanne ,F,CU_5372392,310.02,,11-06-18,Software Engineer IV,,1.0,1,,,A
Jaussi,Teddie ,M,CU_8919530,99.22,37.846,12-26-18,Information Systems Manager,0.0,,1,,,A
Rothfeld,Kay,F,CU_5519851,219.97,40.215,09-07-18,Computer Systems Analyst II,0.0,1.0,1,,,A
Strogen,Teresa,F,CU_9558508,169.42,,01-13-18,Assistant Manager,,1.0,1,,,A
Valasek,Monroe,M,CU_6535661,544.7,,05-20-18,Payment Adjustment Coordinator,0.0,,1,,,A
Treacy,Macauley ,M,CU_4282862,80.27,61.819,05-08-18,Assistant Manager,1.0,1.0,1,,,A
Harpel,Antonio,M,CU_2324974,346.76,52.486,12-20-18,Actuary,0.0,1.0,1,,A,A
Rakich,Eli ,M,CU_4422126,154.31,48.161,09-17-18,Software Engineer IV,0.0,1.0,1,,A,A
Mcbratney,Kajus ,M,CU_6756846,558.19,,10-21-18,Software Engineer IV,0.0,1.0,1,,A,A
Cleek,Amado,M,CU_5175795,71.52,36.329,08-09-18,Data Coordiator,0.0,1.0,2,,A,C
Matthis,Nicholas ,M,CU_2267639,141.19,58.313,11-20-18,Data Coordiator,,1.0,1,,,A
Bator,Alison,F,CU_5896696,135.53,49.228,01-26-18,Librarian,0.0,1.0,1,,A,A
Speicher,Karis ,F,CU_5872120,136.88,41.821,11-25-18,Software Engineer IV,0.0,1.0,1,,A,A
Javier,Hamish ,M,CU_3070458,145.06,,06-01-18,Assistant Manager,,1.0,1,,A,A
Sugg,Sameeha ,F,CU_6273533,109.98,44.309,02-02-18,Assistant Manager,,1.0,1,,A,A
Niforos,Sonny,M,CU_2185726,125.66,43.2,04-25-18,Software Engineer IV,,,1,,A,A
Deffibaugh,Xavier,M,CU_8206851,131.62,34.668,01-21-18,Software Engineer IV,1.0,1.0,1,,A,A
Kowald,Esmae ,F,CU_8108548,205.13,74.77,07-27-18,Data Coordiator,0.0,,1,,A,A
Seavy,Zaara ,F,CU_3660291,321.26,42.816,04-16-18,Computer Systems Analyst II,0.0,1.0,1,,,A
Featheringham,Faizan ,M,CU_4078087,50.85,37.125,03-18-18,Statistician III,0.0,,1,,,A
Tott,Irma,F,CU_1456649,138.07,33.168,07-12-18,Assistant Manager,0.0,1.0,1,,,A
Dames,Chantelle ,F,CU_5839370,278.99,46.062,04-07-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Murany,Layla-Rose ,F,CU_9828875,442.14,88.736,05-27-18,Payment Adjustment Coordinator,,,1,,A,A
Kolppa,Chauncey,M,CU_4684300,129.55,58.498,09-07-18,Data Coordiator,,1.0,1,,,B
Mumpower,Saffron ,F,CU_4848140,207.31,57.145,08-06-18,,1.0,,1,,A,A
Prasad,Darell,M,CU_2628107,94.92,53.999,05-03-18,Software Engineer IV,,1.0,1,,A,A
Tave,Luca ,M,CU_3496463,122.5,,10-29-18,,0.0,1.0,1,,,A
Slupe,Berta,F,CU_6044171,347.28,62.601,01-23-18,Software Engineer IV,0.0,1.0,1,,A,A
Sonneborn,Keiran ,M,CU_2963978,345.33,60.43,12-06-18,Software Engineer IV,0.0,1.0,1,,A,A
Hinks,Adil ,M,CU_2193938,197.54,63.374,09-04-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Kewanwytewa,Antone,M,CU_9304595,178.76,31.768,07-01-18,Senior Sales Associate,0.0,1.0,1,,,A
Epperly,Jamey,M,CU_8231444,132.93,52.528,02-23-18,Software Engineer IV,1.0,1.0,1,,A,A
Davolt,Brendan,M,CU_4250135,121.91,41.998,04-17-18,Data Coordiator,0.0,1.0,1,,A,A
Golston,Josue,M,CU_1833499,109.34,36.218,04-26-18,Software Engineer IV,,1.0,1,,A,A
Stribley,Lenard,M,CU_4479515,185.18,58.219,06-20-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Fiorenzi,Gia ,F,CU_8886813,225.75,34.641,11-22-18,,,1.0,1,,,A
Ram,Gwendoline,F,CU_1030686,135.04,35.291,08-19-18,Data Coordiator,,1.0,1,,A,A
Hanenberger,Kieran ,M,CU_9116192,152.85,31.144,05-24-18,Payment Adjustment Coordinator,,1.0,1,,,A
Rineer,Taylan ,M,CU_9435681,160.81,64.586,01-08-18,Information Systems Manager,1.0,,1,,A,A
Highland,Foster,M,CU_9173539,159.69,56.624,12-29-18,Payment Adjustment Coordinator,,1.0,1,,,A
Parlato,Lacey,F,CU_6027812,32.74,,01-20-18,Assistant Manager,,,1,,A,A
Flusche,Isra ,F,CU_9746981,201.16,,10-30-18,Social Worker,,1.0,1,,A,A
Lazenby,Jesse,M,CU_1579556,288.04,,06-19-18,Payment Adjustment Coordinator,,1.0,1,,,A
Augusto,Sebastian,M,CU_6093352,206.91,,11-05-18,Assistant Manager,,1.0,1,,A,A
Villalvazo,Huey,M,CU_6429225,197.99,48.013,04-29-18,Software Engineer IV,,1.0,1,,A,A
